user;rule_id;goal;user_type;situation;context;context_nl;item;item_nl;label
student2020-12;280;Comfort;Generic;Generic;none;none;corridor-alllight;turn on the lights.;1
student2020-12;281;EnergySaving;Generic;Generic;fridge-door;If the refrigerator door is left open for more than two minutes,  ;alarms-alarms;sound the alarm beep in the kitchen and ;1
student2020-12;281;EnergySaving;Generic;Generic;alarms-alarms;sound the alarm beep in the kitchen and  ;kitchen-alllight;turn on all kitchen lights.;1
student2020-12;281;EnergySaving;Generic;Generic;"fridge-door;alarms-alarms";If the refrigerator door is left open for more than two minutes,  sound the alarm beep in the kitchen and  ;kitchen-alllight;turn on all kitchen lights.;1
student2020-12;281;EnergySaving;Generic;Generic;none;none;fridge-door;If the refrigerator door is left open for more than two minutes, ;1
student2020-12;281;EnergySaving;Generic;Generic;none;none;alarms-alarms;sound the alarm beep in the kitchen and ;1
student2020-12;281;EnergySaving;Generic;Generic;none;none;kitchen-alllight;turn on all kitchen lights.;1
student2020-12;282;Health,Wellbeing;Generic;HotSeason;currentweather-outdoortemperature;When the outdoor temperature is above 28°C and  ;physiological-heartrate;if the user's heart rate is greater than 90 beats per minute, ;1
student2020-12;282;Health,Wellbeing;Generic;HotSeason;physiological-heartrate;if the user's heart rate is greater than 90 beats per minute,  ;reminders-reminders;"it sends three notifications saying ""do not go out for jogging.""";1
student2020-12;282;Health,Wellbeing;Generic;HotSeason;"currentweather-outdoortemperature;physiological-heartrate";When the outdoor temperature is above 28°C and  if the user's heart rate is greater than 90 beats per minute,  ;reminders-reminders;"it sends three notifications saying ""do not go out for jogging.""";1
student2020-12;282;Health,Wellbeing;Generic;HotSeason;none;none;currentweather-outdoortemperature;When the outdoor temperature is above 28°C and ;1
student2020-12;282;Health,Wellbeing;Generic;HotSeason;none;none;physiological-heartrate;if the user's heart rate is greater than 90 beats per minute, ;1
student2020-12;282;Health,Wellbeing;Generic;HotSeason;none;none;reminders-reminders;"it sends three notifications saying ""do not go out for jogging.""";1
student2020-12;283;Safety;Generic;Generic;kitchen-gassensor;If the gas is on in the kitchen and  ;microwave-door;if the microwave door is open, ;1
student2020-12;283;Safety;Generic;Generic;microwave-door;if the microwave door is open,  ;alarms-alarms;trigger the alarm beep three times;1
student2020-12;283;Safety;Generic;Generic;"kitchen-gassensor;microwave-door";If the gas is on in the kitchen and  if the microwave door is open,  ;alarms-alarms;trigger the alarm beep three times;1
student2020-12;283;Safety;Generic;Generic;none;none;kitchen-gassensor;If the gas is on in the kitchen and ;1
student2020-12;283;Safety;Generic;Generic;none;none;microwave-door;if the microwave door is open, ;1
student2020-12;283;Safety;Generic;Generic;none;none;alarms-alarms;trigger the alarm beep three times;1
student2020-12;284;Health,Wellbeing;Generic;Generic;timeinsidearoom-timeinsidebathroom;When the tenant's time in the bathroom is more than 50 minutes and ;bathroom-temperaturelevel; if the temperature exceeds 30°C, ;1
student2020-12;284;Health,Wellbeing;Generic;Generic;bathroom-temperaturelevel; if the temperature exceeds 30°C,  ;bathroom-activate;start the activating light scene in the bathroom and ;1
student2020-12;284;Health,Wellbeing;Generic;Generic;bathroom-activate;start the activating light scene in the bathroom and  ;reminders-reminders;"send three reminder text messages saying ""get out of the bathroom.""";1
student2020-12;284;Health,Wellbeing;Generic;Generic;"timeinsidearoom-timeinsidebathroom;bathroom-temperaturelevel";When the tenant's time in the bathroom is more than 50 minutes and  if the temperature exceeds 30°C,  ;bathroom-activate;start the activating light scene in the bathroom and ;1
student2020-12;284;Health,Wellbeing;Generic;Generic;"bathroom-temperaturelevel;bathroom-activate"; if the temperature exceeds 30°C,  start the activating light scene in the bathroom and  ;reminders-reminders;"send three reminder text messages saying ""get out of the bathroom.""";1
student2020-12;284;Health,Wellbeing;Generic;Generic;"timeinsidearoom-timeinsidebathroom;bathroom-temperaturelevel;bathroom-activate";When the tenant's time in the bathroom is more than 50 minutes and  if the temperature exceeds 30°C,  start the activating light scene in the bathroom and  ;reminders-reminders;"send three reminder text messages saying ""get out of the bathroom.""";1
student2020-12;284;Health,Wellbeing;Generic;Generic;none;none;timeinsidearoom-timeinsidebathroom;When the tenant's time in the bathroom is more than 50 minutes and;1
student2020-12;284;Health,Wellbeing;Generic;Generic;none;none;bathroom-temperaturelevel; if the temperature exceeds 30°C, ;1
student2020-12;284;Health,Wellbeing;Generic;Generic;none;none;bathroom-activate;start the activating light scene in the bathroom and ;1
student2020-12;284;Health,Wellbeing;Generic;Generic;none;none;reminders-reminders;"send three reminder text messages saying ""get out of the bathroom.""";1
student2020-13;285;EnergySaving;Generic;Generic;fridge-door;If the refrigerator door is open,  ;reminders-reminders;"it sends the voice reminder to the user ""CHECK THAT THE DOOR IS CLOSED.""";1
student2020-13;285;EnergySaving;Generic;Generic;none;none;fridge-door;If the refrigerator door is open, ;1
student2020-13;285;EnergySaving;Generic;Generic;none;none;reminders-reminders;"it sends the voice reminder to the user ""CHECK THAT THE DOOR IS CLOSED.""";1
student2020-13;286;EnergySaving;Generic;Night;bathroom-lightlevel;If the bathroom light remains on between 11:00 pm and 6:00 am,  ;alarms-alarms;it will turn off all bathroom lights and ;1
student2020-13;286;EnergySaving;Generic;Night;alarms-alarms;it will turn off all bathroom lights and  ;bathroom-alllight;"send a notification to the user ""BATH LIGHT OFF.""";1
student2020-13;286;EnergySaving;Generic;Night;"bathroom-lightlevel;alarms-alarms";If the bathroom light remains on between 11:00 pm and 6:00 am,  it will turn off all bathroom lights and  ;bathroom-alllight;"send a notification to the user ""BATH LIGHT OFF.""";1
student2020-13;286;EnergySaving;Generic;Night;none;none;bathroom-lightlevel;If the bathroom light remains on between 11:00 pm and 6:00 am, ;1
student2020-13;286;EnergySaving;Generic;Night;none;none;alarms-alarms;it will turn off all bathroom lights and ;1
student2020-13;286;EnergySaving;Generic;Night;none;none;bathroom-alllight;"send a notification to the user ""BATH LIGHT OFF.""";1
student2020-13;287;Organizing;Generic;BadWeather, ColdSeason;currentweather-rain;If it is raining outside and  ;currentweather-outdoortemperature;the outside temperature is below 5 degrees, ;1
student2020-13;287;Organizing;Generic;BadWeather, ColdSeason;currentweather-outdoortemperature;the outside temperature is below 5 degrees,  ;reminders-reminders;"it sends a notification to the user ""REMEMBER YOUR UMBRELLA AND COVER UP THAT IT'S COLD.""";1
student2020-13;287;Organizing;Generic;BadWeather, ColdSeason;"currentweather-rain;currentweather-outdoortemperature";If it is raining outside and  the outside temperature is below 5 degrees,  ;reminders-reminders;"it sends a notification to the user ""REMEMBER YOUR UMBRELLA AND COVER UP THAT IT'S COLD.""";1
student2020-13;287;Organizing;Generic;BadWeather, ColdSeason;none;none;currentweather-rain;If it is raining outside and ;1
student2020-13;287;Organizing;Generic;BadWeather, ColdSeason;none;none;currentweather-outdoortemperature;the outside temperature is below 5 degrees, ;1
student2020-13;287;Organizing;Generic;BadWeather, ColdSeason;none;none;reminders-reminders;"it sends a notification to the user ""REMEMBER YOUR UMBRELLA AND COVER UP THAT IT'S COLD.""";1
student2020-13;288;EnergySaving;Generic;Morning;kitchen-lightlevel;If it is daylight outside and  ;kitchenlight-state;the kitchen light is on, ;1
student2020-13;288;EnergySaving;Generic;Morning;kitchenlight-state;the kitchen light is on,  ;kitchen-alllight;it will turn off all kitchen lights and ;1
student2020-13;288;EnergySaving;Generic;Morning;kitchen-alllight;it will turn off all kitchen lights and  ;alarms-alarms;"send an alarm via SMS to the user saying ""IT'S MORNING.""";1
student2020-13;288;EnergySaving;Generic;Morning;"kitchen-lightlevel;kitchenlight-state";If it is daylight outside and  the kitchen light is on,  ;kitchen-alllight;it will turn off all kitchen lights and ;1
student2020-13;288;EnergySaving;Generic;Morning;"kitchenlight-state;kitchen-alllight";the kitchen light is on,  it will turn off all kitchen lights and  ;alarms-alarms;"send an alarm via SMS to the user saying ""IT'S MORNING.""";1
student2020-13;288;EnergySaving;Generic;Morning;"kitchen-lightlevel;kitchenlight-state;kitchen-alllight";If it is daylight outside and  the kitchen light is on,  it will turn off all kitchen lights and  ;alarms-alarms;"send an alarm via SMS to the user saying ""IT'S MORNING.""";1
student2020-13;288;EnergySaving;Generic;Morning;none;none;kitchen-lightlevel;If it is daylight outside and ;1
student2020-13;288;EnergySaving;Generic;Morning;none;none;kitchenlight-state;the kitchen light is on, ;1
student2020-13;288;EnergySaving;Generic;Morning;none;none;kitchen-alllight;it will turn off all kitchen lights and ;1
student2020-13;288;EnergySaving;Generic;Morning;none;none;alarms-alarms;"send an alarm via SMS to the user saying ""IT'S MORNING.""";1
student2020-13;289;Safety;Generic;Generic;timeinsidearoom-timeinsidebedroom;If the user has been in the bedroom for 30 minutes and  ;bedroomlight-temperature;the room light is reaching a temperature above 20 degrees, ;1
student2020-13;289;Safety;Generic;Generic;bedroomlight-temperature;the room light is reaching a temperature above 20 degrees,  ;bedroom-alllight;turn off all the lights in the bedroom and ;1
student2020-13;289;Safety;Generic;Generic;bedroom-alllight;turn off all the lights in the bedroom and  ;reminders-reminders;"send a reminder via SMS to the user saying ""THE LAMP WAS OVERHEATING.""";1
student2020-13;289;Safety;Generic;Generic;"timeinsidearoom-timeinsidebedroom;bedroomlight-temperature";If the user has been in the bedroom for 30 minutes and  the room light is reaching a temperature above 20 degrees,  ;bedroom-alllight;turn off all the lights in the bedroom and ;1
student2020-13;289;Safety;Generic;Generic;"bedroomlight-temperature;bedroom-alllight";the room light is reaching a temperature above 20 degrees,  turn off all the lights in the bedroom and  ;reminders-reminders;"send a reminder via SMS to the user saying ""THE LAMP WAS OVERHEATING.""";1
student2020-13;289;Safety;Generic;Generic;"timeinsidearoom-timeinsidebedroom;bedroomlight-temperature;bedroom-alllight";If the user has been in the bedroom for 30 minutes and  the room light is reaching a temperature above 20 degrees,  turn off all the lights in the bedroom and  ;reminders-reminders;"send a reminder via SMS to the user saying ""THE LAMP WAS OVERHEATING.""";1
student2020-13;289;Safety;Generic;Generic;none;none;timeinsidearoom-timeinsidebedroom;If the user has been in the bedroom for 30 minutes and ;1
student2020-13;289;Safety;Generic;Generic;none;none;bedroomlight-temperature;the room light is reaching a temperature above 20 degrees, ;1
student2020-13;289;Safety;Generic;Generic;none;none;bedroom-alllight;turn off all the lights in the bedroom and ;1
student2020-13;289;Safety;Generic;Generic;none;none;reminders-reminders;"send a reminder via SMS to the user saying ""THE LAMP WAS OVERHEATING.""";1
student2020-14;290;Wellbeing;Generic;Generic;bathroomlight-brightness;If the brightness in the bathroom becomes less than 5,  ;reminders-reminders;"it sends a voice reminder saying ""Enjoy relaxing!""";1
student2020-14;290;Wellbeing;Generic;Generic;none;none;bathroomlight-brightness;If the brightness in the bathroom becomes less than 5, ;1
student2020-14;290;Wellbeing;Generic;Generic;none;none;reminders-reminders;"it sends a voice reminder saying ""Enjoy relaxing!""";1
student2020-14;291;EnergySaving;Generic;GoingOut;relativeposition-typeofproximity;If the user's location is not inside the house between 9:30 a.m. and 6:30 p.m., ;reminders-reminders;" it sends a notification saying ""I turned off the lights on,"" ";1
student2020-14;291;EnergySaving;Generic;GoingOut;reminders-reminders;" it sends a notification saying ""I turned off the lights on,""  ";all-alllight;turning off all the lights in the house.;1
student2020-14;291;EnergySaving;Generic;GoingOut;"relativeposition-typeofproximity;reminders-reminders";"If the user's location is not inside the house between 9:30 a.m. and 6:30 p.m.,  it sends a notification saying ""I turned off the lights on,""  ";all-alllight;turning off all the lights in the house.;1
student2020-14;291;EnergySaving;Generic;GoingOut;none;none;relativeposition-typeofproximity;If the user's location is not inside the house between 9:30 a.m. and 6:30 p.m.,;1
student2020-14;291;EnergySaving;Generic;GoingOut;none;none;reminders-reminders;" it sends a notification saying ""I turned off the lights on,"" ";1
student2020-14;291;EnergySaving;Generic;GoingOut;none;none;all-alllight;turning off all the lights in the house.;1
student2020-14;292;Safety;Generic;Generic;kitchen-gassensor;If the gas detector in the kitchen is turned on, and ;kitchen-windowsensor; if the window in the kitchen is closed,;1
student2020-14;292;Safety;Generic;Generic;kitchen-windowsensor; if the window in the kitchen is closed, ;reminders-reminders;" it sends a voice alarm three times repeating ""Open the window, the gas level is too high""";1
student2020-14;292;Safety;Generic;Generic;"kitchen-gassensor;kitchen-windowsensor";If the gas detector in the kitchen is turned on, and  if the window in the kitchen is closed, ;reminders-reminders;" it sends a voice alarm three times repeating ""Open the window, the gas level is too high""";1
student2020-14;292;Safety;Generic;Generic;none;none;kitchen-gassensor;If the gas detector in the kitchen is turned on, and;1
student2020-14;292;Safety;Generic;Generic;none;none;kitchen-windowsensor; if the window in the kitchen is closed,;1
student2020-14;292;Safety;Generic;Generic;none;none;reminders-reminders;" it sends a voice alarm three times repeating ""Open the window, the gas level is too high""";1
student2020-14;293;EnergySaving;Generic;Generic;livingroom-lightlevel;"If the brightness in the living room is at the ""Daylight"" level,  ";livingroomlight-state;and the light in the living room is on, ;1
student2020-14;293;EnergySaving;Generic;Generic;livingroomlight-state;and the light in the living room is on,  ;alarms-alarms;"send an alert notification saying ""No need to keep the light on"" and ";1
student2020-14;293;EnergySaving;Generic;Generic;alarms-alarms;"send an alert notification saying ""No need to keep the light on"" and  ";livingroom-alllight;turn off the light in the living room;1
student2020-14;293;EnergySaving;Generic;Generic;"livingroom-lightlevel;livingroomlight-state";"If the brightness in the living room is at the ""Daylight"" level,  and the light in the living room is on,  ";alarms-alarms;"send an alert notification saying ""No need to keep the light on"" and ";1
student2020-14;293;EnergySaving;Generic;Generic;"livingroomlight-state;alarms-alarms";"and the light in the living room is on,  send an alert notification saying ""No need to keep the light on"" and  ";livingroom-alllight;turn off the light in the living room;1
student2020-14;293;EnergySaving;Generic;Generic;"livingroom-lightlevel;livingroomlight-state;alarms-alarms";"If the brightness in the living room is at the ""Daylight"" level,  and the light in the living room is on,  send an alert notification saying ""No need to keep the light on"" and  ";livingroom-alllight;turn off the light in the living room;1
student2020-14;293;EnergySaving;Generic;Generic;none;none;livingroom-lightlevel;"If the brightness in the living room is at the ""Daylight"" level, ";1
student2020-14;293;EnergySaving;Generic;Generic;none;none;livingroomlight-state;and the light in the living room is on, ;1
student2020-14;293;EnergySaving;Generic;Generic;none;none;alarms-alarms;"send an alert notification saying ""No need to keep the light on"" and ";1
student2020-14;293;EnergySaving;Generic;Generic;none;none;livingroom-alllight;turn off the light in the living room;1
student2020-14;294;EnergySaving;Generic;Generic;relativeposition-typeofproximity;If the user's location is not in the bedroom, and  ;bedroomlight-state;the light in the bedroom is on, ;1
student2020-14;294;EnergySaving;Generic;Generic;bedroomlight-state;the light in the bedroom is on,  ;bedroom-alllight;turn off the light and ;1
student2020-14;294;EnergySaving;Generic;Generic;bedroom-alllight;turn off the light and  ;reminders-reminders;"alert the user with a notification reminder, saying ""Remember to turn off the light when you leave the bedroom.""";1
student2020-14;294;EnergySaving;Generic;Generic;"relativeposition-typeofproximity;bedroomlight-state";If the user's location is not in the bedroom, and  the light in the bedroom is on,  ;bedroom-alllight;turn off the light and ;1
student2020-14;294;EnergySaving;Generic;Generic;"bedroomlight-state;bedroom-alllight";the light in the bedroom is on,  turn off the light and  ;reminders-reminders;"alert the user with a notification reminder, saying ""Remember to turn off the light when you leave the bedroom.""";1
student2020-14;294;EnergySaving;Generic;Generic;"relativeposition-typeofproximity;bedroomlight-state;bedroom-alllight";If the user's location is not in the bedroom, and  the light in the bedroom is on,  turn off the light and  ;reminders-reminders;"alert the user with a notification reminder, saying ""Remember to turn off the light when you leave the bedroom.""";1
student2020-14;294;EnergySaving;Generic;Generic;none;none;relativeposition-typeofproximity;If the user's location is not in the bedroom, and ;1
student2020-14;294;EnergySaving;Generic;Generic;none;none;bedroomlight-state;the light in the bedroom is on, ;1
student2020-14;294;EnergySaving;Generic;Generic;none;none;bedroom-alllight;turn off the light and ;1
student2020-14;294;EnergySaving;Generic;Generic;none;none;reminders-reminders;"alert the user with a notification reminder, saying ""Remember to turn off the light when you leave the bedroom.""";1
student2020-15;295;EnergySaving;Generic;Generic;fridge-door;If the refrigerator door is open,  ;reminders-reminders;"send a text message reminder to me with ""refrigerator"" to remind me not to waste light and spoil food and act promptly by closing the door.";1
student2020-15;295;EnergySaving;Generic;Generic;none;none;fridge-door;If the refrigerator door is open, ;1
student2020-15;295;EnergySaving;Generic;Generic;none;none;reminders-reminders;"send a text message reminder to me with ""refrigerator"" to remind me not to waste light and spoil food and act promptly by closing the door.";1
student2020-15;296;EnergySaving;Generic;Generic;bedroom-lightlevel;If the bedroom light stays on from 22:00 to 00:00,  ;bedroom-alllight;turn off all the lights in the bedroom and ;1
student2020-15;296;EnergySaving;Generic;Generic;bedroom-alllight;turn off all the lights in the bedroom and  ;reminders-reminders;"send an SMS alert to me saying ""lights off,"" so as to notify the user that the lights have been turned off by the system and a waste of light has been avoided";1
student2020-15;296;EnergySaving;Generic;Generic;"bedroom-lightlevel;bedroom-alllight";If the bedroom light stays on from 22:00 to 00:00,  turn off all the lights in the bedroom and  ;reminders-reminders;"send an SMS alert to me saying ""lights off,"" so as to notify the user that the lights have been turned off by the system and a waste of light has been avoided";1
student2020-15;296;EnergySaving;Generic;Generic;none;none;bedroom-lightlevel;If the bedroom light stays on from 22:00 to 00:00, ;1
student2020-15;296;EnergySaving;Generic;Generic;none;none;bedroom-alllight;turn off all the lights in the bedroom and ;1
student2020-15;296;EnergySaving;Generic;Generic;none;none;reminders-reminders;"send an SMS alert to me saying ""lights off,"" so as to notify the user that the lights have been turned off by the system and a waste of light has been avoided";1
student2020-15;297;Organizing;Generic;ColdSeason;entrance-temperaturelevel;If the entrance temperature becomes less than 15 degrees and  ;entrance-windowsensor;the entrance window is open, ;1
student2020-15;297;Organizing;Generic;ColdSeason;entrance-windowsensor;the entrance window is open,  ;reminders-reminders;send a text message reminder to me to turn on the heaters and close the window.;1
student2020-15;297;Organizing;Generic;ColdSeason;"entrance-temperaturelevel;entrance-windowsensor";If the entrance temperature becomes less than 15 degrees and  the entrance window is open,  ;reminders-reminders;send a text message reminder to me to turn on the heaters and close the window.;1
student2020-15;297;Organizing;Generic;ColdSeason;none;none;entrance-temperaturelevel;If the entrance temperature becomes less than 15 degrees and ;1
student2020-15;297;Organizing;Generic;ColdSeason;none;none;entrance-windowsensor;the entrance window is open, ;1
student2020-15;297;Organizing;Generic;ColdSeason;none;none;reminders-reminders;send a text message reminder to me to turn on the heaters and close the window.;1
student2020-15;298;Comfort;Generic;Evening;livingroom-windowsensor;If the living room window is not closed between 6 p.m. and 8 p.m. and  ;livingroom-lightlevel;if the living room light is off, ;1
student2020-15;298;Comfort;Generic;Evening;livingroom-lightlevel;if the living room light is off,  ;alarms-alarms;"send a text message alarm saying ""lights on"" and then ";1
student2020-15;298;Comfort;Generic;Evening;alarms-alarms;"send a text message alarm saying ""lights on"" and then  ";livingroom-alllight;turn on the lights.;1
student2020-15;298;Comfort;Generic;Evening;"livingroom-windowsensor;livingroom-lightlevel";If the living room window is not closed between 6 p.m. and 8 p.m. and  if the living room light is off,  ;alarms-alarms;"send a text message alarm saying ""lights on"" and then ";1
student2020-15;298;Comfort;Generic;Evening;"livingroom-lightlevel;alarms-alarms";"if the living room light is off,  send a text message alarm saying ""lights on"" and then  ";livingroom-alllight;turn on the lights.;1
student2020-15;298;Comfort;Generic;Evening;"livingroom-windowsensor;livingroom-lightlevel;alarms-alarms";"If the living room window is not closed between 6 p.m. and 8 p.m. and  if the living room light is off,  send a text message alarm saying ""lights on"" and then  ";livingroom-alllight;turn on the lights.;1
student2020-15;298;Comfort;Generic;Evening;none;none;livingroom-windowsensor;If the living room window is not closed between 6 p.m. and 8 p.m. and ;1
student2020-15;298;Comfort;Generic;Evening;none;none;livingroom-lightlevel;if the living room light is off, ;1
student2020-15;298;Comfort;Generic;Evening;none;none;alarms-alarms;"send a text message alarm saying ""lights on"" and then ";1
student2020-15;298;Comfort;Generic;Evening;none;none;livingroom-alllight;turn on the lights.;1
student2020-15;299;Comfort;Generic;Generic;relativeposition-typeofproximity;If the user is in the bathroom and  ;bathroomlight-state;the bathroom lights are off, ;1
student2020-15;299;Comfort;Generic;Generic;bathroomlight-state;the bathroom lights are off,  ;bathroom-hue color light bathroom;turn on a blue colored light for 15 minutes and ;1
student2020-15;299;Comfort;Generic;Generic;bathroom-hue color light bathroom;turn on a blue colored light for 15 minutes and  ;reminders-reminders;"send the voice notification ""Lights on"".";1
student2020-15;299;Comfort;Generic;Generic;"relativeposition-typeofproximity;bathroomlight-state";If the user is in the bathroom and  the bathroom lights are off,  ;bathroom-hue color light bathroom;turn on a blue colored light for 15 minutes and ;1
student2020-15;299;Comfort;Generic;Generic;"bathroomlight-state;bathroom-hue color light bathroom";the bathroom lights are off,  turn on a blue colored light for 15 minutes and  ;reminders-reminders;"send the voice notification ""Lights on"".";1
student2020-15;299;Comfort;Generic;Generic;"relativeposition-typeofproximity;bathroomlight-state;bathroom-hue color light bathroom";If the user is in the bathroom and  the bathroom lights are off,  turn on a blue colored light for 15 minutes and  ;reminders-reminders;"send the voice notification ""Lights on"".";1
student2020-15;299;Comfort;Generic;Generic;none;none;relativeposition-typeofproximity;If the user is in the bathroom and ;1
student2020-15;299;Comfort;Generic;Generic;none;none;bathroomlight-state;the bathroom lights are off, ;1
student2020-15;299;Comfort;Generic;Generic;none;none;bathroom-hue color light bathroom;turn on a blue colored light for 15 minutes and ;1
student2020-15;299;Comfort;Generic;Generic;none;none;reminders-reminders;"send the voice notification ""Lights on"".";1
student2020-16;300;EnergySaving;Generic;Generic;fridge-door;When the fridge door is open, ;reminders-reminders;the system warns the user through a voice message «The fridge is open»;1
student2020-16;300;EnergySaving;Generic;Generic;none;none;fridge-door;When the fridge door is open,;1
student2020-16;300;EnergySaving;Generic;Generic;none;none;reminders-reminders;the system warns the user through a voice message «The fridge is open»;1
student2020-16;301;Wellbeing;Generic;Generic;cognitive-vocalemotionalstate;If the user's voice is not happy  ;datetime-localtime;during the day, ;1
student2020-16;301;Wellbeing;Generic;Generic;datetime-localtime;during the day,  ;all-relax;the system activates soothing lights throughout the house and ;1
student2020-16;301;Wellbeing;Generic;Generic;all-relax;the system activates soothing lights throughout the house and  ;alarms-alarms;sends a motivational SMS to the user.;1
student2020-16;301;Wellbeing;Generic;Generic;"cognitive-vocalemotionalstate;datetime-localtime";If the user's voice is not happy  during the day,  ;all-relax;the system activates soothing lights throughout the house and ;1
student2020-16;301;Wellbeing;Generic;Generic;"datetime-localtime;all-relax";during the day,  the system activates soothing lights throughout the house and  ;alarms-alarms;sends a motivational SMS to the user.;1
student2020-16;301;Wellbeing;Generic;Generic;"cognitive-vocalemotionalstate;datetime-localtime;all-relax";If the user's voice is not happy  during the day,  the system activates soothing lights throughout the house and  ;alarms-alarms;sends a motivational SMS to the user.;1
student2020-16;301;Wellbeing;Generic;Generic;none;none;cognitive-vocalemotionalstate;If the user's voice is not happy ;1
student2020-16;301;Wellbeing;Generic;Generic;none;none;datetime-localtime;during the day, ;1
student2020-16;301;Wellbeing;Generic;Generic;none;none;all-relax;the system activates soothing lights throughout the house and ;1
student2020-16;301;Wellbeing;Generic;Generic;none;none;alarms-alarms;sends a motivational SMS to the user.;1
student2020-16;302;Wellbeing;Generic;ColdSeason;currentweather-outdoortemperature;If the temperature outside the home is below 2°C and  ;bedroom-temperaturelevel;the temperature in the bedroom drops, ;1
student2020-16;302;Wellbeing;Generic;ColdSeason;bedroom-temperaturelevel;the temperature in the bedroom drops,  ;reminders-reminders;then the system sends an SMS to the user's mobile phone notifying them that the temperature is too low.;1
student2020-16;302;Wellbeing;Generic;ColdSeason;"currentweather-outdoortemperature;bedroom-temperaturelevel";If the temperature outside the home is below 2°C and  the temperature in the bedroom drops,  ;reminders-reminders;then the system sends an SMS to the user's mobile phone notifying them that the temperature is too low.;1
student2020-16;302;Wellbeing;Generic;ColdSeason;none;none;currentweather-outdoortemperature;If the temperature outside the home is below 2°C and ;1
student2020-16;302;Wellbeing;Generic;ColdSeason;none;none;bedroom-temperaturelevel;the temperature in the bedroom drops, ;1
student2020-16;302;Wellbeing;Generic;ColdSeason;none;none;reminders-reminders;then the system sends an SMS to the user's mobile phone notifying them that the temperature is too low.;1
student2020-16;303;Comfort;Generic;Generic;livingroom-lightlevel;If the light in the room is not at a normal level  ;datetime-localtime;between 9 am and 4 pm and ;1
student2020-16;303;Comfort;Generic;Generic;datetime-localtime;between 9 am and 4 pm and  ;livingroomlight-state;the lights are off, ;1
student2020-16;303;Comfort;Generic;Generic;livingroomlight-state;the lights are off,  ;livingroom-alllight;the system turns on the lights and ;1
student2020-16;303;Comfort;Generic;Generic;livingroom-alllight;the system turns on the lights and  ;alarms-alarms;"activates a voice message that repeats once ""Low light level. I turn on the lights""";1
student2020-16;303;Comfort;Generic;Generic;"livingroom-lightlevel;datetime-localtime";If the light in the room is not at a normal level  between 9 am and 4 pm and  ;livingroomlight-state;the lights are off, ;1
student2020-16;303;Comfort;Generic;Generic;"datetime-localtime;livingroomlight-state";between 9 am and 4 pm and  the lights are off,  ;livingroom-alllight;the system turns on the lights and ;1
student2020-16;303;Comfort;Generic;Generic;"livingroomlight-state;livingroom-alllight";the lights are off,  the system turns on the lights and  ;alarms-alarms;"activates a voice message that repeats once ""Low light level. I turn on the lights""";1
student2020-16;303;Comfort;Generic;Generic;"livingroom-lightlevel;datetime-localtime;livingroomlight-state";If the light in the room is not at a normal level  between 9 am and 4 pm and  the lights are off,  ;livingroom-alllight;the system turns on the lights and ;1
student2020-16;303;Comfort;Generic;Generic;"datetime-localtime;livingroomlight-state;livingroom-alllight";between 9 am and 4 pm and  the lights are off,  the system turns on the lights and  ;alarms-alarms;"activates a voice message that repeats once ""Low light level. I turn on the lights""";1
student2020-16;303;Comfort;Generic;Generic;"livingroom-lightlevel;datetime-localtime;livingroomlight-state;livingroom-alllight";If the light in the room is not at a normal level  between 9 am and 4 pm and  the lights are off,  the system turns on the lights and  ;alarms-alarms;"activates a voice message that repeats once ""Low light level. I turn on the lights""";1
student2020-16;303;Comfort;Generic;Generic;none;none;livingroom-lightlevel;If the light in the room is not at a normal level ;1
student2020-16;303;Comfort;Generic;Generic;none;none;datetime-localtime;between 9 am and 4 pm and ;1
student2020-16;303;Comfort;Generic;Generic;none;none;livingroomlight-state;the lights are off, ;1
student2020-16;303;Comfort;Generic;Generic;none;none;livingroom-alllight;the system turns on the lights and ;1
student2020-16;303;Comfort;Generic;Generic;none;none;alarms-alarms;"activates a voice message that repeats once ""Low light level. I turn on the lights""";1
student2020-16;304;EnergySaving;Generic;GoingOut;relativeposition-typeofproximity;When the user is away from home, ;greatluminaire-state; but the lights are on, ;1
student2020-16;304;EnergySaving;Generic;GoingOut;greatluminaire-state; but the lights are on,  ;all-alllight;the system automatically turns them off and;1
student2020-16;304;EnergySaving;Generic;GoingOut;all-alllight;the system automatically turns them off and ;reminders-reminders;" sends an SMS to the user ""You forgot the lights on, I turned them off""";1
student2020-16;304;EnergySaving;Generic;GoingOut;"relativeposition-typeofproximity;greatluminaire-state";When the user is away from home,  but the lights are on,  ;all-alllight;the system automatically turns them off and;1
student2020-16;304;EnergySaving;Generic;GoingOut;"greatluminaire-state;all-alllight"; but the lights are on,  the system automatically turns them off and ;reminders-reminders;" sends an SMS to the user ""You forgot the lights on, I turned them off""";1
student2020-16;304;EnergySaving;Generic;GoingOut;"relativeposition-typeofproximity;greatluminaire-state;all-alllight";When the user is away from home,  but the lights are on,  the system automatically turns them off and ;reminders-reminders;" sends an SMS to the user ""You forgot the lights on, I turned them off""";1
student2020-16;304;EnergySaving;Generic;GoingOut;none;none;relativeposition-typeofproximity;When the user is away from home,;1
student2020-16;304;EnergySaving;Generic;GoingOut;none;none;greatluminaire-state; but the lights are on, ;1
student2020-16;304;EnergySaving;Generic;GoingOut;none;none;all-alllight;the system automatically turns them off and;1
