user,rule_id,goal,user_type,situation,context,context_nl,item,item_nl,label
student2020-20,320,EnergySaving,Generic,Generic,none,none,fridge-door,"if the refrigerator door is open, ",1
student2021-01,364,"Comfort,Organizing",Generic,Generic,test-user-vocalsentence;coffee machine-state,"When the user says 'Alexa, make coffee' and  the coffee machine is on,  ",entrance-doorsensor,"When the door opens, ",0
student2021-07,393,WellBeing,Generic,ColdSeason,reminders-reminders;devices-smartphonetv;heating system-state,"send the voice notification ""turn on heating system"". turn on your mobile and   the heating is off,  ",bedroom-temperature,If the bedroom temperature is below 20 degrees and,1
student2021-06,388,Health,Generic,Generic,test-user-heartrate,When my heart rate exceeds a certain threshold and ,currentweather-outdoorcondition, WHEN   Weather & Time outdoor condition becomes  clear sky  and,0
student2021-10,406,"Comfort,Wellbeing",Generic,HotSeason,none,none,cognitive-vocalemotionalstate,"the person's voice is sad, ",0
student2019-19,216,Organizing,Generic,"BadWeather, GoingOut",reminders-reminders;currentweather-rainquantity," send a reminder with the words 'Remember to take an umbrella!'.  the amount of rain is more than 10, ",sleep-sleepduration,When  Test-user sleep duration becomes  less then  60 minutes,0
student2019-5,144,"Organizing, Wellbeing",Student,Morning,none,none,reminders-reminders,"sends two reminders ""Get up!!"" messages and",1
student2020-26,353,Wellbeing,Generic,BadWeather,none,none,all-activate,start the activating light scene,0
student2019-5,143,Wellbeing,Generic,Generic,bedroom-alllight,turns on neutral lights in the room and ,alarms-alarms,"it sends two alarm messages ""Low temperature in bedroom"" to the user",1
domainExpert5,28,"Wellbeing, Health",Caregiver,Generic,none,none,cognitive-trainingtime,if the user test training time is less than 1,1
student2019-13,186,"EnergySaving, Wellbeing",Generic,Generic,livingroom-temperaturelevel,"the temperature drops to less than 20 degrees,  ",devices-tv,turn on the TV and ,0
applicationExpert4,91,EnergySaving,Generic,GoingOut,none,none,relativeposition-typeofproximity,When  Test-user   is  outside house,1
student2020-1,228,Organizing,Generic,Generic,alarms-alarms,remind me to check them and ,entrancelight-saturation,"the saturation is below 5, ",1
student2019-19,216,Organizing,Generic,"BadWeather, GoingOut",currentweather-rain;currentweather-rainquantity,"If the weather is rainy and  the amount of rain is more than 10, ",devices-smartphonetv,turn on your phone and ,0
domainExpert7,55,"Health, Wellbeing",Caregiver,Generic,datetime-localtime,When time becomes  16:00 minutes ,entrance-hue color light entrance,turn on the red hallway light for 5 minutes,0
student2020-12,281,EnergySaving,Generic,Generic,fridge-door,"If the refrigerator door is left open for more than two minutes,  ",alarms-alarms,sound the alarm beep in the kitchen and ,1
student2020-21,326,"Wellbeing,Health",Caregiver,Generic,hearth rate,"send  two  alarms ""hearth rate"" by notification ",bedroom-hue color light bedroom,turn on the   Bedroom Light and set color to Red for 2 minutes,1
student2021-07,394,EnergySaving,Generic,Generic,kitchen-hue color light kitchen,turn on the red light in the kitchen and  ,reminders-reminders,"send the notification ""fridge door open"".",1
student2019-16,204,Organizing,Generic,Generic,reminders-reminders;kitchen-hue color light kitchen,"send the SMS ""Check the microwave"" to Maria  turn the kitchen light red for 10 minutes and  ",microwave-door,"the microwave door is closed,",1
applicationExpert4,107,"Safety, Comfort",Generic,Night,corridor-light strip corridor;datetime-localtime;datetime-localtime,do  turn on the  Light Strip Corridor for 5 minutes time  is between 00:00 AND 06:00  time  is between 00:00 AND 06:00  ,fridge-door,"If the refrigerator door is open, ",0
student2019-2,129,EnergySaving,Generic,ElderlyAlone,none,none,personaldata-age,the test user is over 75,1
student2020-23,336,"Comfort,Security",Generic,Generic,entrance-alllight,turn on the light in the hall and  ,alarms-alarms,make an alarm sound,1
applicationExpert1,44,Health,Caregiver,Generic,none,none,bathroom-activate,start the activating light scene in the bathroom and ,0
applicationExpert3,83,Wellbeing,Generic,Generic,none,none,alarms-alarms,"do send  one  alarm  ""you're getting too little sleep"" by voice",1
student2020-21,327,"Wellbeing,Organizing",Generic,BadWeather,currentweather-outdoorcondition,If it's raining outside and  ,livingroom-windowsensor,"the windows in the living room are open, ",1
student2021-04,378,"Wellbeing,Comfort",Generic,Morning,datetime-localtime,If it's 9am and  ,reminders-reminders,send a text message reminder to me to turn on the heaters and close the window.,0
student2021-05,384,Wellbeing,Generic,Generic,bedroomlight-state,"the room light is off,  ",bedroom-hue color light bedroom,"turn on the light and set it to a relaxing yellow color for 60 minutes,",1
student2021-15,432,Wellbeing,Generic,Evening,kitchen alexa-vocalinput;devices-alexa services,I say the phrase 'it's time to cook'  Alexa turns on the music and  ,kitchen-changelightstate,the kitchen lights come on.,1
student2019-12,183,EnergySaving,Generic,Generic,none,none,kitchenlight-state,"the kitchen light is off, ",1
domainExpert5,27,Safety,Caregiver,ElderlyAlone,none,none,bedroomlight-state,the lights are on,0
student2020-11,276,EnergySaving,Generic,Night,none,none,kitchenlight-state,"If the kitchen light is not off between 21:00 and 07:00, ",1
student2021-03,374,Comfort,Generic,Morning,none,none,datetime-localtime,If it's 8:00 am and ,1
student2021-13,424,"Comfort,Wellbeing",Generic,Generic,none,none,datetime-localtime,time  is between 00:00 AND 06:00 ,0
student2021-11,412,Safety,Generic,BadWeather,none,none,bathroom-activate,start the activating light scene in the bathroom and ,0
applicationExpert1,40,"Wellbeing, Health",Generic,GoodWeather,reminders-reminders,"do send  one  reminder ""Go outside to have a walk"" by notification ",physiological-steps,if  Marco daily footsteps is    less then  5000,1
student2020-15,299,Comfort,Generic,Generic,none,none,twentyfourhoursweatherforecast-rain,When  Weather-time becomes rain ,0
student2021-07,390,Generic,Generic,Generic,none,none,bedroomportablelight-temperature,If the bedside light is above 5299K,0
student2020-19,318,"Wellbeing,Organizing",Generic,Evening,datetime-localtime;datetime-localtime;kitchenlight-state;alarms-alarms,"if we are in the time slot between 8.00pm and  9.00pm, and  if the light in the kitchen is off  send me an alarm notification to warn me that it is dinner time and at the same time  ",kitchen-alllight,turn on all the lights in the kitchen,1
applicationExpert4,94,Safety,Caregiver,"ElderlyAlone, Night",none,none,microwave-door,"When the microwave door becomes open, ",0
student2019-16,200,Generic,Generic,Generic,none,none,entrancelight-state,"If the entrance light is on, ",1
domainExpert10,117,Generic,Generic,Generic,none,none,bedroom-lightlevel,When  Bedroom light level becomes  no light,1
student2020-23,338,"Wellbeing,Organizing",Generic,BadWeather,currentweather-rain,When it rains and  ,entrance-doorsensor,"If the main door is not closed between midnight and eight in the morning, ",0
applicationExpert4,88,Wellbeing,Caregiver,Generic,reminders-reminders,"do send  one  reminder  by sms ""Elderly is sad: call her/him"" to caregiver ",cognitive-emotionalstate,When  Test-user kwido emotional state becomes  sad ,1
student2019-3,132,EnergySaving,Generic,Generic,relativeposition-typeofproximity,the user is not inside bedroom ,bedroom-alllight,turn it off and ,1
domainExpert8,69,"Comfort, Safety",Generic,Night,bedroom-motion;datetime-localtime, When  Bedroom motion becomes  active    and When time is    gt 22:00 minutes AND ,bathroom-humidity,When the humidity in the bathroom becomes greater than 70% and ,0
student2019-12,184,Organizing,Generic,Generic,none,none,bathroomlight-state," the bathroom light is on,",1
student2020-9,267,Organizing,Generic,"ColdSeason, BadWeather",currentweather-outdoortemperature,"Weather & Time outdoor temperature is  less then  0  ,   ",reminders-reminders,"do send  the reminder  ""It's snowing!"" by sms to Laura",1
domainExpert9,72,Wellbeing,Caregiver,Generic,none,none,cognitive-emotionalstate,if  Test-user emotional state is  discouraged ,1
student2021-01,363,Security,Generic,Generic,home-alllight;reminders-reminders;entrance-doorsensor," turn on all the lights in the house. send three SMS alarms with text ""INTRUSION IN PROGRESS"" and the front door is open,  ",physiological-steps,When  Test-user daily footsteps becomes  less then  6000,0
student2020-19,318,"Wellbeing,Organizing",Generic,Evening,alarms-alarms;kitchenlight-state;datetime-localtime,"send me an alarm notification to warn me that it is dinner time and at the same time  if the light in the kitchen is off  9.00pm, and  ",bathroomlight-state,If the bathroom light is not turned off,0
applicationExpert4,109,Wellbeing,Generic,Generic,datetime-localtime, WHEN  time becomes  15:00 minutes and ,bathroom-relax, activate relaxing lights in the bathroom.,0
student2020-13,286,EnergySaving,Generic,Night,bathroom-alllight;alarms-alarms,"send a notification to the user ""BATH LIGHT OFF."" it will turn off all bathroom lights and  ",activity-wakingup,If the homeowner wakes up and ,0
student2019-9,165,Generic,Generic,Generic,none,none,smartphone-state," if I have at least one device on (smartphone),",0
student2019-18,210,Comfort,Generic,Generic,none,none,relativeposition-typeofproximity,TRIGGER (EVENT): When I enter the house ,1
student2021-11,414,EnergySaving,Generic,GoingOut,home-heating, turn off the heating system and  ,reminders-reminders,send me a notification saying 'Heating off',1
domainExpert7,50,Health,Caregiver,Generic,none,none,bathroom-changelightstate, do  turn on the  Bathroom Light for 5 minutes,0
student2019-11,176,Comfort,Generic,Evening,livingroom-alllight;alarms-alarms,activate the light in the living room send an alarm via notification and  ,livingroom-lightlevel,"If there is no light in the living room between 18:00 and 20:00, ",1
student2020-16,304,EnergySaving,Generic,GoingOut,none,none,fridge-door,If the refrigerator door is open and,0
domainExpert9,81,Comfort,Generic,Generic,none,none,entrancelight-state,If the entrance lights are off and ,0
student2020-18,314,Wellbeing,Generic,Generic,bedroom-alllight," turn on all the lights in the bedroom,  ",personaldata-age,"the user suffers from memory loss associated with age,",0
student2021-05,382,Generic,Generic,Generic,none,none,cognitive-trainingresult,When  Test-user training result becomes  not progressing,0
student2020-15,298,Comfort,Generic,Evening,livingroom-alllight,turn on the lights. ,bathroom-noiselevel,When the noise in the bathroom is loud and ,0
student2019-3,132,EnergySaving,Generic,Generic,reminders-reminders;bedroom-alllight,"and notify him via the SMS ""Lights were on!"". turn it off and  ",relativeposition-typeofproximity,the user is not inside bedroom,1
student2019-14,191,Safety,Generic,Generic,alarms-alarms,"send three alarms by notification,  ",entrance-biorhythmlight,start the biorhythmic light scene at the entrance,1
applicationExpert4,94,Safety,Caregiver,"ElderlyAlone, Night",datetime-localtime,and time  is between 22:00 AND 07:00 ,physiological-steps,If the application indicates that the number of steps taken today by the user is not greater than 7000 (condition),0
applicationExpert4,90,Organizing,Generic,Evening,reminders-reminders,"do send  one  reminder ""Remember to charge your smart devices""  by notification ",datetime-localtime,When time becomes  21:00 minutes ,1
student2020-22,333,EnergySaving,Generic,Generic,corridor-motion;corridorlightstrip-state;alarms-alarms,"If no movement is detected in the corridor and  the corridor light is on,  send the user an alarm notification (Unused corridor lights, switch off) and  ",corridor-light strip corridor,do  turn on the   Light Strip Corridor and set color to Electric green for 2 minutes,0
student2019-4,139,EnergySaving,Generic,Generic,bedroomlight-state,the bedroom light is turned on ,home-electricity,"If the electricity fails between 11pm and 7am (while you sleep), ",0
applicationExpert1,43,Generic,Caregiver,Generic,none,none,datetime-localtime,If time  is between 17:55 AND 18:00,1
student2020-26,350,EnergySaving,Generic,Generic,none,none,alarms-alarms,"send an alarm notification with ""cold"" written;",0
student2019-19,219,Generic,Generic,Morning,none,none,tv-state,if the user wants to watch TV and,0
student2019-11,178,Comfort,Generic,Generic,bedroom-alllight;bedroomlight-state," turn on the light in the room and  if the room light is off, ",bathroom-changelightstate, do  turn on the  Bathroom Light for 5 minutes,0
student2020-27,357,Wellbeing,Generic,Generic,bathroom-temperaturelevel,"if the bathroom temperature is below 20 °C, ",bedroomlight-temperature,"the room light is reaching a temperature above 20 degrees, ",0
student2020-11,278,Comfort,Generic,Evening,none,none,kitchen-coffeemachine, turn off the coffee machine and ,0
student2020-23,339,Wellbeing,Generic,Generic,none,none,cognitive-lastconnectiontime,if  Test-user last connection time is  more then  48 hours,0
student2021-02,369,Safety,Generic,Generic,reminders-reminders,"send a notification saying: ""the microwave has been turned off"" ",kitchen-microwave,turn off the microwave oven and ,1
student2019-18,212,Health,Caregiver,ElderlyAlone,activity-medicationname,(CONDITION) the heart medicine has not been taken  ,physiological-heartrate,TRIGGER: (EVENT) If the heart rate exceeds 200 beats and ,1
student2021-08,399,WellBeing,Generic,ColdSeason,reminders-reminders,send a voice notification saying: 'I have turned off the heating!'. ,alarms-alarms, it sends the user three times a text message saying: Has anyone forgotten to turn off the gas? And,0
domainExpert3,2,Comfort,Caregiver,Generic,none,none,alarms-notificationmode,sound the alarm,0
applicationExpert4,111,"Health, Wellbeing",Generic,GoodWeather,currentweather-outdoorcondition, WHEN   Weather & Time outdoor condition becomes  clear sky  and ,smartphone-state," if I have at least one device on (smartphone),",0
student2020-1,227,Wellbeing,Generic,ColdSeason,reminders-reminders,send a notification to check the radiators. ,livingroom-temperaturelevel,"the temperature is below 18 ° C, ",1
student2020-3,239,Wellbeing,Generic,Night,bedroomlight-state;datetime-localtime,"and the bed light is off,   (at night)  ",datetime-localtime, (at night) ,1
student2019-17,206,Safety,Generic,Generic,none,none,timeinsidearoom-timeinsidekitchen,If the user is inside the kitchen and ,1
applicationExpert1,43,Generic,Caregiver,Generic,datetime-localtime,If time  is between 17:55 AND 18:00 ,bedroom-motion,When  Bedroom motion becomes  active and,1
student2019-18,214,"Comfort, Wellbeing",Generic,Morning,none,none,livingroom-biorhythmlight,do start biorhythm light scene in the living room,0
student2019-19,218,Safety,Generic,Generic,none,none,corridor-smokesensor,If smoke is detected in the hallway and ,1
student2020-1,227,Wellbeing,Generic,ColdSeason,livingroom-motion;livingroom-temperaturelevel,"When you detect movement in the living room and  the temperature is below 18 ° C,  ",reminders-reminders,send a notification to check the radiators.,1
student2020-7,258,Safety,Generic,Generic,none,none,microwave-door," the microwave oven door is closed, ",1
applicationExpert4,99,Comfort,Generic,Generic,none,none,kitchen-changelightstate,do  turn on the  Kitchen Light,1
student2019-9,168,Security,Generic,Generic,none,none,timeinsidearoom-timeinsidekitchen,When the user's time in the kitchen becomes greater than 1 minute and,0
student2020-19,317,Safety,Generic,Generic,none,none,kitchen-lightlevel,"when the kitchen lights go out, ",1
student2020-12,281,EnergySaving,Generic,Generic,fridge-door,"If the refrigerator door is left open for more than two minutes,  ",kitchen-microwave,turn off the microwave oven and ,0
student2021-02,368,Comfort,Generic,Morning,none,none,datetime-localtime,If it's 7:30 am and ,1
student2020-21,325,EnergySaving,Generic,Generic,reminders-reminders,"send  the reminder  ""Remember to close the fridge door!"" by notification ",fridge-door,"if the Fridge door is open,  ",1
student2020-24,343,Wellbeing,Generic,Night,bedroomlight-state," the bedroom light is on,  ",reminders-reminder,remind me to drink some water,0
student2021-13,420,Generic,Generic,Generic,entrance-motion;entrance-doorsensor,when the front door is open and  the motion sensor is active  ,cognitive-lastconnectiontime,When  Test-user last connection becomes  72 hours,0
student2021-14,429,"Health,Wellbeing",Student,Generic,none,none,test-user-heartrate,When I have a heart rate of 130 beats per minute and ,1
student2019-20,222,Comfort,Generic,BadWeather,none,none,currentweather-outdoorpressure,"if the external pressure exceeds 50, ",0
applicationExpert4,111,"Health, Wellbeing",Generic,GoodWeather,reminders-reminders,"do send  one  reminder ""weather is good  you should go out for a walk""  by notification ",relativeposition-typeofproximity,If the user is out of the bedroom and,0
student2021-02,366,Health,Generic,Generic,none,none,personaldata-age,"the user suffers from memory loss associated with age,",0
applicationExpert2,64,"Health, Wellbeing",Generic,GoodWeather,reminders-reminders,"do send  reminder ""Remind to walk more for a healthier lifestyle"" by sms to 12345678 ",bedroom-alllight, turn on the lights and ,0
student2020-24,343,Wellbeing,Generic,Night,bedroomlight-state;bedroom-alllight," the bedroom light is on,  turn off the bedroom lights and  ",bedroomportablelight-brightness,When the brightness of the portable light of the bedroom  becomes greater than 100,0
student2020-10,272,Organizing,Generic,"BadWeather, ColdSeason",reminders-reminders,"send 1 time a reminder via email to mario.rossi@mail.it saying ""Snow is expected tomorrow, remember to put on chains!"" ",twentyfourhoursweatherforecast-outdoortemperature,"if the outside temperature is 0 degrees, ",1
student2021-06,389,EnergySaving,Generic,Generic,microwave-door,"If the microwave oven door is open,  ",reminders-reminders,send me a message telling me to close it,1
student2020-27,357,Wellbeing,Generic,Generic,bathroom-humiditylevel;bathroom-temperaturelevel,"When the humidity level in the bathroom is greater than 65% and  if the bathroom temperature is below 20 °C, ",reminders-reminders, it sends a reminder 'remember to dehumidify the bathroom before use',1
applicationExpert4,101,Organizing,Caregiver,ElderlyAlone,reminders-reminders;reminders-reminders,"send  one  reminder  ""the Elder has an appointment"" by sms to caregiver do send  one  reminder ""remember to go to the appointment!"" by notification ",test-user-bedinout,"I'm still in bed, ",0
applicationExpert1,43,Generic,Caregiver,Generic,datetime-localtime,If time  is between 17:55 AND 18:00 ,activity-medicationname,if Truopt eye drops have not been taken between 07:32 and 08:02,0
student2021-12,417,Wellbeing,Generic,Generic,none,none,bedroom-temperature,"When the temperature in the bedroom is greater than 20 °C, ",1
student2021-06,387,Comfort,Generic,Generic,none,none,cognitive-trainingresult,When  Test-user training result becomes  not progressing ,0
student2021-01,364,"Comfort,Organizing",Generic,Generic,none,none,kitchen-changelightstate,turn on the kitchen lights and ,1
student2021-15,430,Comfort,Generic,"Morning,Working",datetime-localtime,When it's 7:45 and  ,vocalinput-vocalstring,"the user says the voice input ""Turn off the lights in the bathroom,"" ",0
student2019-1,122,Organizing,Student,Morning,bedroom-activate,the lights in the room will turn on. ,alarms-alarms,"an alarm sounds 3 times notifying: ""Wake up  you'll be late"" and",1
student2021-04,378,"Wellbeing,Comfort",Generic,Morning,datetime-localtime;test-user-bedinout,"If it's 9am and  I'm still in bed,  ",bedroom-changelightstate,turn on the bedroom lights for 10 minutes and,1
domainExpert7,60,Comfort,Generic,Generic,livingroom-greatluminare,turn on the great light ,bedroom-temperaturelevel,When the bedroom temperature is below 22  degrees and,0
applicationExpert4,110,"Health, Wellbeing",Generic,Generic,reminders-reminders,"do send  one  reminder ""Keep trying  the results will improve!""  by notification ",entrance-alllight,turn on the light in the hall and ,0
student2019-20,222,Comfort,Generic,BadWeather,none,none,reminders-reminders,"send the reminder ""close the window"" to close it.",1
student2021-02,367,Comfort,Generic,Generic,entrance-lightlevel,If the lights at the entrance are off  ,bathroom-window,close the window,0
student2020-5,247,Organizing,Generic,"BadWeather, GoingOut",none,none,wi fi-state,When the wifi goes out ,0
student2020-4,244,Comfort,Generic,Generic,reminders-reminders,"notify me vocally with the message ""Someone at the entrance"" ",bedroom-lightlevel,"the light level in the room is daylight level, ",0
domainExpert9,73,Wellbeing,Caregiver,Generic,none,none,alarms-alarms,"do send  one  alarm ""Mild cognitive status""  by mail to domainExpert9",1
student2020-7,257,Wellbeing,Generic,ColdSeason,none,none,todayweather-outdoortemperature,When today the outside temperature becomes less than 10 and ,1
student2020-9,269,Generic,Generic,Debug,none,none,bathroomlight-state,IF  Bathroom Light state is    off  and  ,1
student2019-13,187,Security,Generic,Generic,none,none,all-alllight,turn on all the lights in the house.,1
student2020-10,271,EnergySaving,Generic,Night,none,none,corridorlightstrip-state,"If the light in the hallway is not turned off from 12 midnight to 7 a.m.,",1
student2021-14,429,"Health,Wellbeing",Student,Generic,kitchen-coffeemachine, turn off the coffee machine and  ,reminders-reminders,send me a notification reminding me not to drink too much coffee.,1
student2019-1,120,EnergySaving,Generic,Generic,none,none,fridge-door,If the refrigerator door is not closed within 05 minutes,1
student2021-10,409,EnergySaving,Generic,"GoingOut,Working",test-user-outsideposition;light-state;livingroom-changelightstate,"When the user is away from home, in the office, and  if the main lights in the living room are on,  turn off the lights and  ",reminders-reminders,send a text message to the user reminding him that he has forgotten the lights on,1
student2021-05,383,"Wellbeing,Comfort",Generic,ColdSeason,reminders-reminders;home-heating;heating system-state,"send the reminder by notification ""It's cold today, the heating has been turned on"". turn on the heating and  the heating is off,  ",currentweather-outdoortemperature,If the outside temperature is below 15 degrees and ,1
student2020-15,296,EnergySaving,Generic,Generic,none,none,bathroom-noiselevel,When the noise in the bathroom is loud and ,0
domainExpert4,23,Generic,Caregiver,Debug,none,none,datetime-localtime,time is  13:37 minutes ,1
applicationExpert1,44,Health,Caregiver,Generic,none,none,reminders-reminders,"do send  reminder  ""Remember to take the aspirine"" by notification",1
student2019-12,183,EnergySaving,Generic,Generic,alarms-alarms,it sends an alarm via the 'Kitchen window left open' notification and  ,kitchenlight-state,"the kitchen light is off, ",1
student2019-20,221,EnergySaving,Generic,Generic,none,none,hearth rate,"send  two  alarms ""hearth rate"" by notification",0
student2021-09,403,Organizing,Generic,Working,none,none,devices-alexa services,start the music with Alexa.,1
student2021-09,403,Organizing,Generic,Working,datetime-daytype;datetime-localtime;bedroom-alllight,"If it's a working day and  if it's 8am,  turn on the bedroom lights and  ",cognitive-trainingresult,When  Test-user training result becomes  not progressing,0
student2019-1,122,Organizing,Student,Morning,none,none,livingroom-window,close the window.,0
student2019-5,141,Generic,Generic,BadWeather,none,none,currentweather-outdoortemperature,"outside the temperature exceeds 15 degrees, ",0
applicationExpert4,109,Wellbeing,Generic,Generic,datetime-localtime, WHEN  time becomes  15:00 minutes and ,relativeposition-typeofproximity, Test-user   is  inside  livingroom,1
student2019-3,133,Wellbeing,Student,Generic,livingroom-alllight,turn on the lights in the room ,alarms-alarms," send her the message ""Call mum"" and",1
student2019-2,126,Safety,Generic,Generic,reminders-reminders,"send three sms ""Close doors and / or windows"". ",all-alllight, turn on all the lights in the house,0
student2019-17,206,Safety,Generic,Generic,timeinsidearoom-timeinsidekitchen;kitchen-gassensor,"If the user is inside the kitchen and  the gas sensor is activated,  ",alarms-alarms,send three notifications to Simone saying 'Turn off the stove!',1
student2020-4,240,Generic,Generic,Debug,none,none,currentweather-rain,"When it rains, ",0
student2019-9,167,EnergySaving,Generic,Generic,none,none,alarms-alarms,"send an alarm with notification ""Lights off""",1
student2020-12,281,EnergySaving,Generic,Generic,alarms-alarms,sound the alarm beep in the kitchen and  ,test-user-medicine,If I have not taken the medicine between 8:00 and 12:00 ,0
student2019-19,219,Generic,Generic,Morning,none,none,activity-wakingup,If the homeowner wakes up and ,1
student2019-5,141,Generic,Generic,BadWeather,none,none,bathroom-activate,start the activating light scene in the bathroom and ,0
student2019-5,143,Wellbeing,Generic,Generic,bedroomlight-color;bedroom-alllight,the room lights are blue turns on neutral lights in the room and ,bathroom-smokesensor,If the smoke sensor is active and ,0
student2020-21,327,"Wellbeing,Organizing",Generic,BadWeather,none,none,bathroom-hue color light bathroom,turn on a red light in the bathroom.,0
domainExpert9,74,Wellbeing,Generic,Generic,cognitive-emotionalstate,When  Test-user emotional state becomes  sad ,livingroom-activate,do start activating light scene in the living room,1
applicationExpert4,89,"Comfort, Wellbeing",Generic,Night,bedroom-alllight;datetime-localtime;datetime-localtime,do  turn off all lights in the bedroom time  is between 23:00 AND 06:00 time  is between 23:00 AND 06:00 ,corridorlightstrip-state,"If the corridor light is on, ",0
student2019-1,121,"Organizing, Wellbeing",Generic,ColdSeason,reminders-reminders;currentweather-outdoortemperature,"the notification ""Remember to take your scarf and gloves!"" arrives reminding the user to take a scarf and gloves before leaving the house.  if the outside temperature is below 14  degrees ",datetime-localtime,At 07:30 in the morning,1
student2020-1,229,Organizing,Student,Morning,bedroom-activate;bedroomlight-state," do start activating light scene in the bedroom,  the bedroom lights are off,  ",sleep-sleepduration,When I sleep for more than 8 hours and ,1
student2020-22,333,EnergySaving,Generic,Generic,none,none,corridor-alllight,turn off all corridor lights,1
student2019-20,220,EnergySaving,Generic,Generic,none,none,livingroom-lightlevel,LivingRoom light level is  low light,0
student2020-27,359,Comfort,Generic,Generic,none,none,bedroom-lightlevel, if the bedroom lights are off,0
student2020-24,342,"Wellbeing,Organizing",Generic,BadWeather,reminders-reminders,"send the voice memo ""You left the windows open!"" ",timeinsidearoom-timeinsidekitchen,When the user's time in the kitchen becomes greater than 1 minute and,0
student2020-7,256,Security,Generic,Night,none,none,entrance-door,close the door.,0
student2019-16,202,"Comfort, Wellbeing",Generic,ColdSeason,none,none,all-alllight,turn on all the lights in the house,1
student2019-12,182,Health,Caregiver,Generic,alarms-alarms,send an alarm via the 'Check blood pressure' notification and  ,currentweather-outdoorpressure,"if the external pressure exceeds 50, ",0
student2020-9,269,Generic,Generic,Debug,none,none,bathroomlight-state,IF  Bathroom Light state is    off  and  ,1
student2021-03,374,Comfort,Generic,Morning,datetime-localtime;coffee machine-state;bedroom-changelightstate,"If it's 8:00 am and  the coffee machine is off,  turn it on and  ",kitchen-relax,"start relaxing the light scene in the kitchen,",0
student2019-15,196,Wellbeing,Generic,"Evening, ColdSeason",none,none,reminders-reminders,sends a reminder with the words 'Turn on the heat!',1
student2019-6,148,Safety,Generic,Generic,none,none,kitchen-gassensor,If the gas sensor is activated in the kitchen and,1
student2021-08,399,WellBeing,Generic,ColdSeason,reminders-reminders;home-heating;heating system-state,"send a voice notification saying: 'I have turned off the heating!'. turn off the heating system and  the heating system is on,  ",test-user-sweatingtype,When the user's sweat rate becomes high and ,1
student2020-23,335,Organizing,Generic,Generic,none,none,livingroom-motion,if there is movement in the living room and,0
student2019-17,208,Comfort,Generic,Generic,none,none,reminders-reminders, send a notification to Simone saying 'Welcome back!',1
student2021-08,398,WellBeing,Generic,Night,none,none,home-alllight,turn off all the lights.,1
student2021-14,428,Organizing,Generic,Morning,livingroom-changelightstate;devices-alexa services,turn on the light in the living room for 10 minutes. activate Alexa with the news of the day and  ,all-biorhythmlight,flash all the lights in the house.,0
student2020-21,326,"Wellbeing,Health",Caregiver,Generic,none,none,bedroom-hue color light bedroom,turn on the   Bedroom Light and set color to Red for 2 minutes,1
student2021-06,389,EnergySaving,Generic,Generic,reminders-reminders,send me a message telling me to close it ,microwave-door,"If the microwave oven door is open, ",1
student2020-27,358,Comfort,Generic,Generic,entrance-lightlevel;entrancelight-state,"If the light level at the entrance is dark and  if the entrance lights are off, ",all-relax,the system activates soothing lights throughout the house and ,0
student2020-20,323,Organizing,Caregiver,Generic,none,none,personaldata-age,"the user suffers from memory loss associated with age,",1
domainExpert7,53,Wellbeing,Caregiver,Generic,reminders-reminders,"do send  the reminder ""Please do exercises on the tablet"" by notification ",cognitive-lastconnectiontime,if  Test-user last connection time is  more then  48 hours,1
student2020-27,357,Wellbeing,Generic,Generic,bathroom-temperaturelevel,"if the bathroom temperature is below 20 °C, ",relativeposition-typeofproximity,"When the user is not out of bed between 7:00 and 7:45 on 02/28/2021, ",0
student2019-6,147,Security,Generic,Night,none,none,alarms-alarms,send three voice alarms saying: Be careful  thieves! and,1
student2019-14,192,Wellbeing,Student,Generic,none,none,entrance-door,close the door.,0
student2019-6,148,Safety,Generic,Generic,none,none,alarms-alarms,it sends three alarms per notification with the words: Gas leak and,1
student2020-15,296,EnergySaving,Generic,Generic,none,none,bedroom-lightlevel,"If the bedroom light stays on from 22:00 to 00:00, ",1
student2019-2,128,Safety,Generic,Generic,kitchen-hue color light kitchen;kitchenlight-brightness,turn on the red light in the kitchen and  the brightness in the kitchen becomes less than 30% ,kitchen-smokesensor,When the smoke sensor in the kitchen is activated and,1
student2019-18,210,Comfort,Generic,Generic,none,none,entrance-alllight,ACTION: Turn on the entrance and ,1
applicationExpert4,101,Organizing,Caregiver,ElderlyAlone,reminders-reminders;datetime-localdate,"do send  one  reminder ""remember to go to the appointment!"" by notification Weather & Time date is  12-06-2020 ",alarms-notificationmode,activate the alarm siren and ,0
student2021-15,431,Organizing,Generic,Working,none,none,reminders-reminders, send me a notification that says 'remember to save your work'.,1
applicationExpert4,98,"Health, Wellbeing",Generic,GoodWeather,twentyfourhoursweatherforecast-outdoorcondition;twentyfourhoursweatherforecast-outdoortemperature,Weather & Time outdoor condition is  clear sky  and and  Weather & Time outdoor temperature is  more then  20 ,reminders-reminders,"do send  one  reminder ""Tomorrow the weather will be excellent: remember to go out for a walk!"" by notification",1
applicationExpert1,42,Wellbeing,Generic,Generic,none,none,kitchen-gassensor,If the gas sensor is on ,0
student2020-15,299,Comfort,Generic,Generic,reminders-reminders;bathroom-hue color light bathroom,"send the voice notification ""Lights on"". turn on a blue colored light for 15 minutes and  ",bathroomlight-state,"the bathroom lights are off, ",1
